COD_MUERTE;SEXO;MES;Muertes;Código de la CIE-10 cuatro caracteres;Descripcion  de códigos mortalidad a cuatro caracteres
Y300;Femenino;1;3;Y300;Caida, salto o empujon desde lugar elevado, de intencion no determinada, vivienda
Y300;Femenino;3;3;Y300;Caida, salto o empujon desde lugar elevado, de intencion no determinada, vivienda
Y300;Femenino;5;1;Y300;Caida, salto o empujon desde lugar elevado, de intencion no determinada, vivienda
Y300;Femenino;7;4;Y300;Caida, salto o empujon desde lugar elevado, de intencion no determinada, vivienda
Y300;Femenino;9;1;Y300;Caida, salto o empujon desde lugar elevado, de intencion no determinada, vivienda
Y300;Femenino;10;1;Y300;Caida, salto o empujon desde lugar elevado, de intencion no determinada, vivienda
Y300;Femenino;12;2;Y300;Caida, salto o empujon desde lugar elevado, de intencion no determinada, vivienda
Y301;Masculino;2;1;Y301;Caida, salto o empujon desde lugar elevado, de intencion no determinada, institucion residencial
Y301;Masculino;4;2;Y301;Caida, salto o empujon desde lugar elevado, de intencion no determinada, institucion residencial
Y301;Masculino;5;1;Y301;Caida, salto o empujon desde lugar elevado, de intencion no determinada, institucion residencial
Y301;Masculino;8;1;Y301;Caida, salto o empujon desde lugar elevado, de intencion no determinada, institucion residencial
Y301;Masculino;10;1;Y301;Caida, salto o empujon desde lugar elevado, de intencion no determinada, institucion residencial
Y301;Masculino;12;2;Y301;Caida, salto o empujon desde lugar elevado, de intencion no determinada, institucion residencial
Y301;Femenino;4;1;Y301;Caida, salto o empujon desde lugar elevado, de intencion no determinada, institucion residencial
Y301;Femenino;8;1;Y301;Caida, salto o empujon desde lugar elevado, de intencion no determinada, institucion residencial
Y301;Femenino;10;1;Y301;Caida, salto o empujon desde lugar elevado, de intencion no determinada, institucion residencial
Y304;Masculino;1;2;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;2;5;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;3;2;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;4;1;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;5;4;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;6;2;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;7;1;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;8;3;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;9;1;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;10;1;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;11;2;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Masculino;12;2;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Femenino;2;1;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Femenino;5;1;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Femenino;8;1;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Femenino;9;1;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y304;Femenino;12;1;Y304;Caida, salto o empujon desde lugar elevado, de intencion no determinada, calles y carreteras
Y305;Masculino;1;1;Y305;Caida, salto o empujon desde lugar elevado, de intencion no determinada, comercio y area de servicios
Y305;Masculino;2;2;Y305;Caida, salto o empujon desde lugar elevado, de intencion no determinada, comercio y area de servicios
Y305;Masculino;9;1;Y305;Caida, salto o empujon desde lugar elevado, de intencion no determinada, comercio y area de servicios
Y305;Masculino;12;1;Y305;Caida, salto o empujon desde lugar elevado, de intencion no determinada, comercio y area de servicios
Y306;Masculino;1;2;Y306;Caida, salto o empujon desde lugar elevado, de intencion no determinada, area industrial y de la construccion
Y306;Masculino;8;2;Y306;Caida, salto o empujon desde lugar elevado, de intencion no determinada, area industrial y de la construccion
Y306;Masculino;11;1;Y306;Caida, salto o empujon desde lugar elevado, de intencion no determinada, area industrial y de la construccion
Y307;Masculino;2;1;Y307;Caida, salto o empujon desde lugar elevado, de intencion no determinada, granja
Y307;Masculino;10;1;Y307;Caida, salto o empujon desde lugar elevado, de intencion no determinada, granja
Y307;Masculino;11;1;Y307;Caida, salto o empujon desde lugar elevado, de intencion no determinada, granja
Y308;Masculino;1;2;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;2;4;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;3;6;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;4;2;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;5;4;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;6;5;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;7;4;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;8;10;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;9;4;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;10;6;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;11;8;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Masculino;12;6;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Femenino;1;5;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Femenino;2;1;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Femenino;4;2;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Femenino;5;3;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Femenino;6;1;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Femenino;7;1;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Femenino;8;2;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Femenino;9;4;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Femenino;10;1;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y308;Femenino;12;4;Y308;Caida, salto o empujon desde lugar elevado, de intencion no determinada, otro lugar especificado
Y309;Masculino;2;1;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Masculino;3;4;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Masculino;4;1;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Masculino;5;1;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Masculino;6;1;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Masculino;7;1;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Masculino;8;1;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Masculino;9;2;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Masculino;10;2;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Masculino;11;8;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Masculino;12;1;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Femenino;7;1;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y309;Femenino;11;1;Y309;Caida, salto o empujon desde lugar elevado, de intencion no determinada, lugar no especificado
Y310;Femenino;6;1;Y310;Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada, vivienda
Y318;Masculino;3;1;Y318;Caida, permanencia o carrera delante o hacia objeto en movimiento, de intencion no determinada, otro lugar especificado
Y330;Masculino;1;1;Y330;Otros eventos especificados, de intencion no determinada, vivienda
Y330;Masculino;3;1;Y330;Otros eventos especificados, de intencion no determinada, vivienda
Y330;Masculino;4;1;Y330;Otros eventos especificados, de intencion no determinada, vivienda
Y330;Masculino;7;2;Y330;Otros eventos especificados, de intencion no determinada, vivienda
Y330;Masculino;12;1;Y330;Otros eventos especificados, de intencion no determinada, vivienda
Y330;Femenino;7;1;Y330;Otros eventos especificados, de intencion no determinada, vivienda
Y330;Femenino;8;1;Y330;Otros eventos especificados, de intencion no determinada, vivienda
Y330;Femenino;11;1;Y330;Otros eventos especificados, de intencion no determinada, vivienda
Y331;Masculino;2;1;Y331;Otros eventos especificados, de intencion no determinada, institucion residencial
Y331;Masculino;3;1;Y331;Otros eventos especificados, de intencion no determinada, institucion residencial
Y331;Masculino;11;1;Y331;Otros eventos especificados, de intencion no determinada, institucion residencial
Y331;Femenino;3;1;Y331;Otros eventos especificados, de intencion no determinada, institucion residencial
Y331;Femenino;7;1;Y331;Otros eventos especificados, de intencion no determinada, institucion residencial
Y331;Femenino;11;1;Y331;Otros eventos especificados, de intencion no determinada, institucion residencial
Y334;Masculino;1;1;Y334;Otros eventos especificados, de intencion no determinada, calles y carreteras
Y334;Masculino;3;1;Y334;Otros eventos especificados, de intencion no determinada, calles y carreteras
Y334;Masculino;4;4;Y334;Otros eventos especificados, de intencion no determinada, calles y carreteras
Y334;Masculino;7;1;Y334;Otros eventos especificados, de intencion no determinada, calles y carreteras
Y334;Masculino;8;2;Y334;Otros eventos especificados, de intencion no determinada, calles y carreteras
Y334;Masculino;9;2;Y334;Otros eventos especificados, de intencion no determinada, calles y carreteras
Y334;Masculino;10;1;Y334;Otros eventos especificados, de intencion no determinada, calles y carreteras
Y334;Femenino;7;1;Y334;Otros eventos especificados, de intencion no determinada, calles y carreteras
Y336;Masculino;5;1;Y336;Otros eventos especificados, de intencion no determinada, area industrial y de la construccion
Y336;Masculino;6;2;Y336;Otros eventos especificados, de intencion no determinada, area industrial y de la construccion
Y336;Masculino;7;1;Y336;Otros eventos especificados, de intencion no determinada, area industrial y de la construccion
Y336;Masculino;8;1;Y336;Otros eventos especificados, de intencion no determinada, area industrial y de la construccion
Y338;Masculino;1;1;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y338;Masculino;2;1;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y338;Masculino;4;2;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y338;Masculino;5;1;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y338;Masculino;6;2;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y338;Masculino;7;1;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y338;Masculino;8;1;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y338;Masculino;9;2;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y338;Masculino;11;3;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y338;Masculino;12;4;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y338;Femenino;1;1;Y338;Otros eventos especificados, de intencion no determinada, otro lugar especificado
Y339;Masculino;1;1;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y339;Masculino;4;1;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y339;Masculino;6;1;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y339;Masculino;7;1;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y339;Masculino;8;1;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y339;Masculino;9;1;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y339;Masculino;12;2;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y339;Femenino;4;1;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y339;Femenino;7;2;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y339;Femenino;8;1;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y339;Femenino;12;1;Y339;Otros eventos especificados, de intencion no determinada, lugar no especificado
Y340;Masculino;1;14;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;2;18;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;3;10;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;4;8;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;5;12;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;6;2;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;7;10;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;8;12;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;9;8;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;10;10;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;11;6;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Masculino;12;11;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;1;9;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;2;9;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;3;6;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;4;8;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;5;3;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;6;8;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;7;4;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;8;5;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;9;3;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;10;6;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;11;2;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;Femenino;12;5;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;No Definido;10;1;Y340;Evento no especificado, de intencion no determinada, vivienda
Y340;No Definido;11;1;Y340;Evento no especificado, de intencion no determinada, vivienda
Y341;Masculino;1;28;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;2;24;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;3;25;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;4;11;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;5;22;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;6;15;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;7;9;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;8;22;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;9;6;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;10;19;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;11;14;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Masculino;12;18;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;1;39;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;2;20;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;3;25;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;4;14;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;5;7;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;6;6;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;7;7;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;8;3;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;9;3;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;10;4;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;11;6;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y341;Femenino;12;6;Y341;Evento no especificado, de intencion no determinada, institucion residencial
Y342;Masculino;4;1;Y342;Evento no especificado, de intencion no determinada, escuelas, otras instituciones y areas administrativas publicas
Y342;Masculino;11;1;Y342;Evento no especificado, de intencion no determinada, escuelas, otras instituciones y areas administrativas publicas
Y342;Femenino;3;1;Y342;Evento no especificado, de intencion no determinada, escuelas, otras instituciones y areas administrativas publicas
Y342;Femenino;4;1;Y342;Evento no especificado, de intencion no determinada, escuelas, otras instituciones y areas administrativas publicas
Y342;Femenino;5;1;Y342;Evento no especificado, de intencion no determinada, escuelas, otras instituciones y areas administrativas publicas
Y342;Femenino;8;1;Y342;Evento no especificado, de intencion no determinada, escuelas, otras instituciones y areas administrativas publicas
Y343;Masculino;4;1;Y343;Evento no especificado, de intencion no determinada, areas de deporte y atletismo
Y344;Masculino;1;10;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;2;6;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;3;6;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;4;7;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;5;4;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;6;7;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;7;6;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;8;9;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;9;9;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;10;6;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;11;5;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Masculino;12;9;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Femenino;1;1;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Femenino;2;1;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Femenino;3;1;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Femenino;4;1;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Femenino;5;2;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Femenino;6;1;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Femenino;8;1;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Femenino;10;1;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;Femenino;12;2;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;No Definido;1;2;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;No Definido;7;2;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;No Definido;8;2;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;No Definido;9;3;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y344;No Definido;10;2;Y344;Evento no especificado, de intencion no determinada, calles y carreteras
Y345;Masculino;2;1;Y345;Evento no especificado, de intencion no determinada, comercio y area de servicios
Y345;Masculino;5;1;Y345;Evento no especificado, de intencion no determinada, comercio y area de servicios
Y345;Masculino;8;2;Y345;Evento no especificado, de intencion no determinada, comercio y area de servicios
Y345;Masculino;9;1;Y345;Evento no especificado, de intencion no determinada, comercio y area de servicios
Y345;Masculino;10;1;Y345;Evento no especificado, de intencion no determinada, comercio y area de servicios
Y345;Masculino;11;1;Y345;Evento no especificado, de intencion no determinada, comercio y area de servicios
Y345;Femenino;5;1;Y345;Evento no especificado, de intencion no determinada, comercio y area de servicios
Y345;Femenino;7;1;Y345;Evento no especificado, de intencion no determinada, comercio y area de servicios
Y346;Masculino;2;1;Y346;Evento no especificado, de intencion no determinada, area industrial y de la construccion
Y346;Masculino;4;1;Y346;Evento no especificado, de intencion no determinada, area industrial y de la construccion
Y346;Masculino;6;1;Y346;Evento no especificado, de intencion no determinada, area industrial y de la construccion
Y346;Masculino;7;1;Y346;Evento no especificado, de intencion no determinada, area industrial y de la construccion
Y346;Masculino;9;1;Y346;Evento no especificado, de intencion no determinada, area industrial y de la construccion
Y346;Masculino;11;1;Y346;Evento no especificado, de intencion no determinada, area industrial y de la construccion
Y346;Masculino;12;2;Y346;Evento no especificado, de intencion no determinada, area industrial y de la construccion
Y346;Femenino;3;1;Y346;Evento no especificado, de intencion no determinada, area industrial y de la construccion
Y347;Masculino;1;1;Y347;Evento no especificado, de intencion no determinada, granja
Y347;Masculino;3;3;Y347;Evento no especificado, de intencion no determinada, granja
Y347;Masculino;4;1;Y347;Evento no especificado, de intencion no determinada, granja
Y347;Masculino;6;2;Y347;Evento no especificado, de intencion no determinada, granja
Y347;Masculino;7;3;Y347;Evento no especificado, de intencion no determinada, granja
Y347;Masculino;8;3;Y347;Evento no especificado, de intencion no determinada, granja
Y347;Masculino;12;1;Y347;Evento no especificado, de intencion no determinada, granja
Y347;Femenino;2;1;Y347;Evento no especificado, de intencion no determinada, granja
Y347;No Definido;4;1;Y347;Evento no especificado, de intencion no determinada, granja
Y347;No Definido;5;1;Y347;Evento no especificado, de intencion no determinada, granja
Y347;No Definido;10;2;Y347;Evento no especificado, de intencion no determinada, granja
Y348;Masculino;1;15;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;2;7;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;3;8;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;4;13;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;5;15;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;6;14;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;7;12;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;8;17;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;9;9;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;10;9;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;11;19;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Masculino;12;20;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;1;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;2;3;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;3;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;4;2;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;5;4;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;6;3;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;7;2;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;8;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;9;3;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;10;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;Femenino;12;2;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;No Definido;1;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;No Definido;3;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;No Definido;4;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;No Definido;5;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;No Definido;6;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;No Definido;7;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;No Definido;8;2;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y348;No Definido;10;1;Y348;Evento no especificado, de intencion no determinada, otro lugar especificado
Y349;Masculino;1;15;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;2;9;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;3;17;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;4;14;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;5;10;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;6;11;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;7;15;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;8;23;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;9;17;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;10;15;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;11;9;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Masculino;12;15;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;1;10;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;2;8;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;3;8;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;4;4;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;5;7;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;6;7;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;7;13;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;8;12;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;9;3;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;10;8;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;11;7;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;Femenino;12;13;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;No Definido;1;1;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;No Definido;3;8;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;No Definido;7;1;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;No Definido;8;2;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;No Definido;9;1;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;No Definido;10;1;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;No Definido;11;1;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y349;No Definido;12;10;Y349;Evento no especificado, de intencion no determinada, lugar no especificado
Y350;Masculino;1;1;Y350;Intervencion legal con disparo de arma de fuego
Y350;Masculino;5;1;Y350;Intervencion legal con disparo de arma de fuego
Y351;Masculino;2;2;Y351;Intervencion legal con explosivos
Y351;Masculino;5;3;Y351;Intervencion legal con explosivos
Y351;Masculino;6;1;Y351;Intervencion legal con explosivos
Y351;Masculino;7;1;Y351;Intervencion legal con explosivos
Y351;Masculino;10;1;Y351;Intervencion legal con explosivos
Y362;Masculino;5;1;Y362;Operaciones de guerra con otras explosiones y esquirlas
Y406;Femenino;1;1;Y406;Efectos adversos de rifamicinas
